	Gene ID	Uniq_Name	KH2013	KYname	KHname	Description	name	ENSMUSG	ENSMUST	annotation_1	annotation_2	loc	SNR	variance	denoised_SNR	denoised_variance	gene_network_leiden	gene_network_n	leiden	gene_clusters_leiden
Fam228b-KY.Chr12.907	KY2019:KY.Chr12.907	Fam228b-KY.Chr12.907	KH.S115.28	FAM228B	C2ORF84	12:4746216:4769232:-1 ENSMUSG00000050545.10 ENSMUST00000053458.6 protein_coding protein_coding Fam228b family with sequence similarity 228, member B [Source:MGI Symbol;Acc:MGI:2442121]	Fam228b	ENSMUSG00000050545.10	ENSMUST00000053458.6	protein_coding	protein_coding	12:4746216:4769232:-1	0.3140767137129624	0.52235353	0.21982419529694242	0.5829964	1	31	6	0
Pfn4-KY.Chr12.908	KY2019:KY.Chr12.908	Pfn4-KY.Chr12.908	KH.S115.21	PFN4	PFN4	12:4769339:4778813:1 ENSMUSG00000020639.14 ENSMUST00000178879.2 protein_coding protein_coding Pfn4 profilin family, member 4 [Source:MGI Symbol;Acc:MGI:1920121]	Pfn4	ENSMUSG00000020639.14	ENSMUST00000178879.2	protein_coding	protein_coding	12:4769339:4778813:1	0.30456468906897666	0.5118418	0.18966570636179567	0.49999428	1	37	5	6
Cenps-KY.Chr12.909	KY2019:KY.Chr12.909	Cenps-KY.Chr12.909	KH.S115.38	CENPS	APITD1	4:149128198:149137629:-1 ENSMUSG00000073705.10 ENSMUST00000030813.9 protein_coding protein_coding Cenps centromere protein S [Source:MGI Symbol;Acc:MGI:1917178]	Cenps	ENSMUSG00000073705.10	ENSMUST00000030813.9	protein_coding	protein_coding	4:149128198:149137629:-1	0.23627672661367666	0.23469885	0.16042026992487915	0.21257345	0	30	0	1
KY2019:KY.Chr12.910	KY2019:KY.Chr12.910	KY2019:KY.Chr12.910	KH.S115.19	SLC14A2	KH2013:KH.S115.19	nan	nan	nan	nan	nan	nan	nan	0.3045859640972304	0.48424843	0.18155321780528108	0.43217486	0	10	0	4
Nipsnap3b-KY.Chr12.911	KY2019:KY.Chr12.911	Nipsnap3b-KY.Chr12.911	KH.S115.1	NIPSNAP3A	NIPSNAP3A	4:53011880:53022060:1 ENSMUSG00000015247.10 ENSMUST00000015391.9 protein_coding protein_coding Nipsnap3b nipsnap homolog 3B [Source:MGI Symbol;Acc:MGI:1913786]	Nipsnap3b	ENSMUSG00000015247.10	ENSMUST00000015391.9	protein_coding	protein_coding	4:53011880:53022060:1	0.2471168006434234	0.24662745	0.17611848847622621	0.33971164	3	17	2	13
Tmem94-KY.Chr12.912	KY2019:KY.Chr12.912	Tmem94-KY.Chr12.912	KH.S115.8	TMEM94	KIAA0195	11:115775756:115799033:1 ENSMUSG00000020747.18 ENSMUST00000103033.7 protein_coding protein_coding Tmem94 transmembrane protein 94 [Source:MGI Symbol;Acc:MGI:1919197]	Tmem94	ENSMUSG00000020747.18	ENSMUST00000103033.7	protein_coding	protein_coding	11:115775756:115799033:1	0.2985486814033914	0.2703417	0.20760948439748933	0.43351585	4	27	3	5
Coq3-KY.Chr12.913	KY2019:KY.Chr12.913	Coq3-KY.Chr12.913	KH.S115.15	COQ3	COQ3	4:21879673:21912162:1 ENSMUSG00000028247.2 ENSMUST00000029909.2 protein_coding protein_coding Coq3 coenzyme Q3 methyltransferase [Source:MGI Symbol;Acc:MGI:101813]	Coq3	ENSMUSG00000028247.2	ENSMUST00000029909.2	protein_coding	protein_coding	4:21879673:21912162:1	0.26280562948880715	0.30766955	0.2039503668462298	0.4603442	5	58	4	10
Pdss2-KY.Chr12.914	KY2019:KY.Chr12.914	Pdss2-KY.Chr12.914	KH.S115.16	PDSS2	PDSS2	10:43221486:43440602:1 ENSMUSG00000038240.13 ENSMUST00000095725.10 protein_coding protein_coding Pdss2 prenyl (solanesyl) diphosphate synthase, subunit 2 [Source:MGI Symbol;Acc:MGI:1918615]	Pdss2	ENSMUSG00000038240.13	ENSMUST00000095725.10	protein_coding	protein_coding	10:43221486:43440602:1	0.46812722953794844	0.64449775	0.38775002385767116	0.88218725	5	51	4	10
Plgrkt-KY.Chr12.915	KY2019:KY.Chr12.915	Plgrkt-KY.Chr12.915	KH.S115.34	PLGRKT	SRE-38	19:29348705:29361970:-1 ENSMUSG00000016495.12 ENSMUST00000016639.11 protein_coding protein_coding Plgrkt plasminogen receptor, C-terminal lysine transmembrane protein [Source:MGI Symbol;Acc:MGI:1915009]	Plgrkt	ENSMUSG00000016495.12	ENSMUST00000016639.11	protein_coding	protein_coding	19:29348705:29361970:-1	0.9063658760911806	1.455112	0.6907369731704271	1.2725629	2	7	4	7
Cenpk-KY.Chr12.916	KY2019:KY.Chr12.916	Cenpk-KY.Chr12.916	KH.S115.32	CENPK	CENPK	13:104229388:104249617:1 ENSMUSG00000021714.15 ENSMUST00000022227.7 protein_coding protein_coding Cenpk centromere protein K [Source:MGI Symbol;Acc:MGI:1926210]	Cenpk	ENSMUSG00000021714.15	ENSMUST00000022227.7	protein_coding	protein_coding	13:104229388:104249617:1	0.31929364426914175	0.47425514	0.24274885079678865	0.596917	2	19	5	6
Rhag-KY.Chr12.917	KY2019:KY.Chr12.917	Rhag-KY.Chr12.917	KH.S115.35	RHAG	KH2013:KH.S115.35_RHCG	17:40811126:40840754:1 ENSMUSG00000023926.8 ENSMUST00000024721.7 protein_coding protein_coding Rhag Rhesus blood group-associated A glycoprotein [Source:MGI Symbol;Acc:MGI:1202713]	Rhag	ENSMUSG00000023926.8	ENSMUST00000024721.7	protein_coding	protein_coding	17:40811126:40840754:1	0.5413781939561663	0.8544866	0.44284449087762146	1.0421675	5	5	1	9
Kti12-KY.Chr12.920	KY2019:KY.Chr12.920	Kti12-KY.Chr12.920	KH.S115.3	KTI12	KTI12	4:108847785:108849413:1 ENSMUSG00000073775.4 ENSMUST00000102738.3 protein_coding protein_coding Kti12 KTI12 homolog, chromatin associated [Source:MGI Symbol;Acc:MGI:1923547]	Kti12	ENSMUSG00000073775.4	ENSMUST00000102738.3	protein_coding	protein_coding	4:108847785:108849413:1	0.3210208254064647	0.35354215	0.21192119155697337	0.44156283	0	15	0	1
KY2019:KY.Chr12.921	KY2019:KY.Chr12.921	KY2019:KY.Chr12.921	KH.S115.5	MYBBP1A	KH2013:KH.S115.5	nan	nan	nan	nan	nan	nan	nan	0.5072208840260117	0.97151595	0.3612305223590183	1.1063244	1	13	6	6
Mlh1-KY.Chr12.922	KY2019:KY.Chr12.922	Mlh1-KY.Chr12.922	KH.S115.36	MLH1	MLH1	9:111228255:111271791:-1 ENSMUSG00000032498.9 ENSMUST00000035079.9 protein_coding protein_coding Mlh1 mutL homolog 1 [Source:MGI Symbol;Acc:MGI:101938]	Mlh1	ENSMUSG00000032498.9	ENSMUST00000035079.9	protein_coding	protein_coding	9:111228255:111271791:-1	0.25638521532922803	0.3462554	0.18902304694653296	0.42209098	4	25	1	10
Uprt-KY.Chr12.923	KY2019:KY.Chr12.923	Uprt-KY.Chr12.923	KH.S115.18	UPRT	UPRT	X:104482818:104507490:1 ENSMUSG00000073016.3 ENSMUST00000087867.5 protein_coding protein_coding Uprt uracil phosphoribosyltransferase [Source:MGI Symbol;Acc:MGI:2685620]	Uprt	ENSMUSG00000073016.3	ENSMUST00000087867.5	protein_coding	protein_coding	X:104482818:104507490:1	0.4979930385045812	0.94895667	0.35460792561771604	0.9676519	2	13	5	7
Taf8-KY.Chr12.924	KY2019:KY.Chr12.924	Taf8-KY.Chr12.924	KH.S115.11	TAF8	TAF8	17:47488050:47502292:-1 ENSMUSG00000023980.7 ENSMUST00000067103.3 protein_coding protein_coding Taf8 TATA-box binding protein associated factor 8 [Source:MGI Symbol;Acc:MGI:1926879]	Taf8	ENSMUSG00000023980.7	ENSMUST00000067103.3	protein_coding	protein_coding	17:47488050:47502292:-1	0.6611298021534254	1.0999813	0.5418285400988776	1.2073195	5	15	1	5
Zdhhc14-KY.Chr12.927	KY2019:KY.Chr12.927	Zdhhc14-KY.Chr12.927	KH.S115.14	ZDHHC14	ZDHHC14/18	17:5492557:5753811:1 ENSMUSG00000034265.8 ENSMUST00000089185.5 protein_coding protein_coding Zdhhc14 zinc finger, DHHC domain containing 14 [Source:MGI Symbol;Acc:MGI:2653229]	Zdhhc14	ENSMUSG00000034265.8	ENSMUST00000089185.5	protein_coding	protein_coding	17:5492557:5753811:1	0.3019929790626321	0.4958449	0.22655713166996896	0.51881194	5	20	4	2
Qk-KY.Chr12.929	KY2019:KY.Chr12.929	Qk-KY.Chr12.929	KH.S115.4	QKI	QKI	17:10202601:10319380:-1 ENSMUSG00000062078.15 ENSMUST00000233645.1 protein_coding protein_coding Qk quaking [Source:MGI Symbol;Acc:MGI:97837]	Qk	ENSMUSG00000062078.15	ENSMUST00000233645.1	protein_coding	protein_coding	17:10202601:10319380:-1	0.7213698995057547	0.99185723	0.5034630653144966	0.9614727	6	19	1	9
KY2019:KY.Chr12.936	KY2019:KY.Chr12.936	KY2019:KY.Chr12.936	KH.S115.26	NHSL1	ANA1	nan	nan	nan	nan	nan	nan	nan	0.5093150037836466	0.94086945	0.26423796132786803	0.6387563	0	29	0	12
Eva1c-KY.Chr12.937	KY2019:KY.Chr12.937	Eva1c-KY.Chr12.937	KH.S115.2	EVA1C	FAM176C	16:90830859:90904885:1 ENSMUSG00000039903.18 ENSMUST00000037539.14 protein_coding protein_coding Eva1c eva-1 homolog C (C. elegans) [Source:MGI Symbol;Acc:MGI:1918217]	Eva1c	ENSMUSG00000039903.18	ENSMUST00000037539.14	protein_coding	protein_coding	16:90830859:90904885:1	0.45252277059888235	0.9621651	0.2935546279741744	0.5287527	6	32	1	9
Ftcd-KY.Chr12.942	KY2019:KY.Chr12.942	Ftcd-KY.Chr12.942	KH.C12.3	FTCD	FTCD	10:76575648:76589561:1 ENSMUSG00000001155.13 ENSMUST00000001183.7 protein_coding protein_coding Ftcd formiminotransferase cyclodeaminase [Source:MGI Symbol;Acc:MGI:1339962]	Ftcd	ENSMUSG00000001155.13	ENSMUST00000001183.7	protein_coding	protein_coding	10:76575648:76589561:1	0.36766239825811475	0.6373991	0.2580292563593417	0.78673613	1	24	5	11
Glipr2-KY.Chr12.945	KY2019:KY.Chr12.945	Glipr2-KY.Chr12.945	KH.C12.653	GLIPR2	GLIPR1/2	4:43957401:43979118:1 ENSMUSG00000028480.14 ENSMUST00000030202.13 protein_coding protein_coding Glipr2 GLI pathogenesis-related 2 [Source:MGI Symbol;Acc:MGI:1917770]	Glipr2	ENSMUSG00000028480.14	ENSMUST00000030202.13	protein_coding	protein_coding	4:43957401:43979118:1	0.28916709130798324	0.4273102	0.21643660749500038	0.5373362	4	14	1	5
Ezr-KY.Chr12.949	KY2019:KY.Chr12.949	Ezr-KY.Chr12.949	KH.C12.129	RDX	EZR	17:6738041:6782784:-1 ENSMUSG00000052397.8 ENSMUST00000064234.6 protein_coding protein_coding Ezr ezrin [Source:MGI Symbol;Acc:MGI:98931]	Ezr	ENSMUSG00000052397.8	ENSMUST00000064234.6	protein_coding	protein_coding	17:6738041:6782784:-1	0.973227948994405	1.8506643	0.7150658659588199	1.305766	0	32	0	1
Klhl20-KY.Chr12.950	KY2019:KY.Chr12.950	Klhl20-KY.Chr12.950	KH.C12.157	KLHL20	KH2013:KH.C12.157_KLHL20	1:161088380:161131428:-1 ENSMUSG00000026705.16 ENSMUST00000117467.6 protein_coding nonsense_mediated_decay Klhl20 kelch-like 20 [Source:MGI Symbol;Acc:MGI:2444855]	Klhl20	ENSMUSG00000026705.16	ENSMUST00000117467.6	protein_coding	nonsense_mediated_decay	1:161088380:161131428:-1	0.3557215674012017	0.7029575	0.2564914489958737	0.58600307	2	23	4	7
Mrps31-KY.Chr12.951	KY2019:KY.Chr12.951	Mrps31-KY.Chr12.951	KH.C12.138	BOD1L1	MRPS31	8:22411361:22429665:1 ENSMUSG00000031533.4 ENSMUST00000033934.4 protein_coding protein_coding Mrps31 mitochondrial ribosomal protein S31 [Source:MGI Symbol;Acc:MGI:1913153]	Mrps31	ENSMUSG00000031533.4	ENSMUST00000033934.4	protein_coding	protein_coding	8:22411361:22429665:1	0.37177862587142396	0.54935396	0.28915975527021315	0.75875777	4	26	3	7
Setd4-KY.Chr12.952	KY2019:KY.Chr12.952	Setd4-KY.Chr12.952	KH.C12.335	SETD4	SETD4	16:93583460:93603815:-1 ENSMUSG00000022948.16 ENSMUST00000233931.1 protein_coding protein_coding Setd4 SET domain containing 4 [Source:MGI Symbol;Acc:MGI:2136890]	Setd4	ENSMUSG00000022948.16	ENSMUST00000233931.1	protein_coding	protein_coding	16:93583460:93603815:-1	0.19407348068699262	0.1596065	0.13722780860294836	0.21612021	0	27	0	1
Sdhc-KY.Chr12.953	KY2019:KY.Chr12.953	Sdhc-KY.Chr12.953	KH.C12.470	SDHC	KH2013:KH.C12.470	1:171127165:171150603:-1 ENSMUSG00000058076.12 ENSMUST00000111336.9 protein_coding protein_coding Sdhc succinate dehydrogenase complex, subunit C, integral membrane protein [Source:MGI Symbol;Acc:MGI:1913302]	Sdhc	ENSMUSG00000058076.12	ENSMUST00000111336.9	protein_coding	protein_coding	1:171127165:171150603:-1	0.21950234450130998	0.29238522	0.1471988369549898	0.30002818	5	14	1	9
C3-KY.Chr12.954	KY2019:KY.Chr12.954	C3-KY.Chr12.954	KH.C12.243	C3	C3/4	17:57203970:57228136:-1 ENSMUSG00000024164.15 ENSMUST00000024988.14 protein_coding protein_coding C3 complement component 3 [Source:MGI Symbol;Acc:MGI:88227]	C3	ENSMUSG00000024164.15	ENSMUST00000024988.14	protein_coding	protein_coding	17:57203970:57228136:-1	0.4565564464434979	0.5459339	0.17517444572214222	0.40450853	1	43	2	0
Slc2a5-KY.Chr12.955	KY2019:KY.Chr12.955	Slc2a5-KY.Chr12.955	KH.C12.363	SLC2A1	VPS73	4:150119283:150144169:1 ENSMUSG00000028976.10 ENSMUST00000030826.3 protein_coding protein_coding Slc2a5 solute carrier family 2 (facilitated glucose transporter), member 5 [Source:MGI Symbol;Acc:MGI:1928369]	Slc2a5	ENSMUSG00000028976.10	ENSMUST00000030826.3	protein_coding	protein_coding	4:150119283:150144169:1	0.23444026287051023	0.18691805	0.15582667674756456	0.2610323	1	11	2	6
Tatdn2-KY.Chr12.956	KY2019:KY.Chr12.956	Tatdn2-KY.Chr12.956	KH.C12.264	TATDN2	Y24F12A.1	6:113697050:113711069:1 ENSMUSG00000056952.13 ENSMUST00000089018.10 protein_coding protein_coding Tatdn2 TatD DNase domain containing 2 [Source:MGI Symbol;Acc:MGI:3576210]	Tatdn2	ENSMUSG00000056952.13	ENSMUST00000089018.10	protein_coding	protein_coding	6:113697050:113711069:1	0.24203882996715112	0.252791	0.1652021397163385	0.29570115	1	8	2	0
Rbm18-KY.Chr12.957	KY2019:KY.Chr12.957	Rbm18-KY.Chr12.957	KH.C12.404	RBM18	KH2013:KH.C12.404	2:36116079:36136773:-1 ENSMUSG00000026889.12 ENSMUST00000028251.9 protein_coding protein_coding Rbm18 RNA binding motif protein 18 [Source:MGI Symbol;Acc:MGI:1915139]	Rbm18	ENSMUSG00000026889.12	ENSMUST00000028251.9	protein_coding	protein_coding	2:36116079:36136773:-1	0.45922352902791347	0.93749386	0.35906662219398644	0.99380505	1	14	6	0
Slc41a2-KY.Chr12.958	KY2019:KY.Chr12.958	Slc41a2-KY.Chr12.958	KH.C12.304	SLC41A2	SLC41A1/2/3	10:83230848:83337882:-1 ENSMUSG00000034591.5 ENSMUST00000039956.5 protein_coding protein_coding Slc41a2 solute carrier family 41, member 2 [Source:MGI Symbol;Acc:MGI:2442940]	Slc41a2	ENSMUSG00000034591.5	ENSMUST00000039956.5	protein_coding	protein_coding	10:83230848:83337882:-1	0.5047962946667004	0.7406218	0.17934811389728625	0.38256726	1	54	6	4
Fam53a-KY.Chr12.961	KY2019:KY.Chr12.961	Fam53a-KY.Chr12.961	KH.C12.678	DYRK4	FAM53B	5:33600356:33629622:-1 ENSMUSG00000037339.17 ENSMUST00000045329.9 protein_coding protein_coding Fam53a family with sequence similarity 53, member A [Source:MGI Symbol;Acc:MGI:1919225]	Fam53a	ENSMUSG00000037339.17	ENSMUST00000045329.9	protein_coding	protein_coding	5:33600356:33629622:-1	0.33449237182601305	0.54505503	0.26296331221840613	0.6436385	0	6	2	3
Rpl10-ps3-KY.Chr12.965	KY2019:KY.Chr12.965	Rpl10-ps3-KY.Chr12.965	KH.C12.107	RPL10	RPL10	9:50344201:50344968:-1 ENSMUSG00000058443.5 ENSMUST00000076364.5 protein_coding protein_coding Rpl10-ps3 ribosomal protein L10, pseudogene 3 [Source:MGI Symbol;Acc:MGI:3704336]	Rpl10-ps3	ENSMUSG00000058443.5	ENSMUST00000076364.5	protein_coding	protein_coding	9:50344201:50344968:-1	2.8688066578658558	2.7476175	2.4061833589668047	2.3204987	5	9	1	9
Atp6v1f-KY.Chr12.966	KY2019:KY.Chr12.966	Atp6v1f-KY.Chr12.966	KH.C12.538	ATP6V1F	ATP6V1F	6:29467718:29470512:1 ENSMUSG00000004285.12 ENSMUST00000004396.12 protein_coding protein_coding Atp6v1f ATPase, H+ transporting, lysosomal V1 subunit F [Source:MGI Symbol;Acc:MGI:1913394]	Atp6v1f	ENSMUSG00000004285.12	ENSMUST00000004396.12	protein_coding	protein_coding	6:29467718:29470512:1	0.5048042434795493	1.0414042	0.3060904807211434	0.8787292	1	22	6	6
Phex-KY.Chr12.970	KY2019:KY.Chr12.970	Phex-KY.Chr12.970	KH.C12.27	PHEX	KH2013:KH.C12.27_PHEX	X:157162075:157415286:-1 ENSMUSG00000057457.11 ENSMUST00000079945.10 protein_coding protein_coding Phex phosphate regulating endopeptidase homolog, X-linked [Source:MGI Symbol;Acc:MGI:107489]	Phex	ENSMUSG00000057457.11	ENSMUST00000079945.10	protein_coding	protein_coding	X:157162075:157415286:-1	0.2704985805698254	0.28863212	0.14495116027560906	0.2580839	0	9	0	1
Bche-KY.Chr12.972	KY2019:KY.Chr12.972	Bche-KY.Chr12.972	KH.C12.218	BCHE	KH2013:KH.C12.218_ACHE	3:73635808:73708415:-1 ENSMUSG00000027792.11 ENSMUST00000029367.5 protein_coding protein_coding Bche butyrylcholinesterase [Source:MGI Symbol;Acc:MGI:894278]	Bche	ENSMUSG00000027792.11	ENSMUST00000029367.5	protein_coding	protein_coding	3:73635808:73708415:-1	1.1497074478700395	0.8803847	0.7077336715471662	1.1305308	6	7	7	8
Rfx6-KY.Chr12.974	KY2019:KY.Chr12.974	Rfx6-KY.Chr12.974	KH.S600.1	RFX6	RFX4/6	10:51677756:51730432:1 ENSMUSG00000019900.19 ENSMUST00000122922.9 protein_coding protein_coding Rfx6 regulatory factor X, 6 [Source:MGI Symbol;Acc:MGI:2445208]	Rfx6	ENSMUSG00000019900.19	ENSMUST00000122922.9	protein_coding	protein_coding	10:51677756:51730432:1	0.23227157819301558	0.17744777	0.15990974612867553	0.3046681	3	56	2	13
Clic5-KY.Chr12.985	KY2019:KY.Chr12.985	Clic5-KY.Chr12.985	KH.C12.20	POC1A	CLIC/1/2/4/5/6	17:44188584:44280172:1 ENSMUSG00000023959.10 ENSMUST00000024755.6 protein_coding protein_coding Clic5 chloride intracellular channel 5 [Source:MGI Symbol;Acc:MGI:1917912]	Clic5	ENSMUSG00000023959.10	ENSMUST00000024755.6	protein_coding	protein_coding	17:44188584:44280172:1	0.9759494679179676	1.3261003	0.30550283222824887	0.73156387	5	22	1	15
Arid1b-KY.Chr12.988	KY2019:KY.Chr12.988	Arid1b-KY.Chr12.988	KH.C12.10	ORF:[67..876/876]	GM4736	17:4995074:5347656:1 ENSMUSG00000069729.14 ENSMUST00000115797.8 protein_coding protein_coding Arid1b AT rich interactive domain 1B (SWI-like) [Source:MGI Symbol;Acc:MGI:1926129]	Arid1b	ENSMUSG00000069729.14	ENSMUST00000115797.8	protein_coding	protein_coding	17:4995074:5347656:1	0.7964052034971114	1.2910345	0.6814812343787473	1.2715104	5	52	1	9
KY2019:KY.Chr12.999	KY2019:KY.Chr12.999	KY2019:KY.Chr12.999	KH.C12.5	TMTC1	KH2013:KH.C12.5	nan	nan	nan	nan	nan	nan	nan	0.17254353344248882	0.1418868	0.12278855837736881	0.23907055	1	8	8	16
Map3k10-KY.Chr12.1000	KY2019:KY.Chr12.1000	Map3k10-KY.Chr12.1000	KH.C12.61	MAP3K9	MAP3K10/11/9	7:27656664:27674598:-1 ENSMUSG00000040390.13 ENSMUST00000108341.1 protein_coding protein_coding Map3k10 mitogen-activated protein kinase kinase kinase 10 [Source:MGI Symbol;Acc:MGI:1346879]	Map3k10	ENSMUSG00000040390.13	ENSMUST00000108341.1	protein_coding	protein_coding	7:27656664:27674598:-1	0.4901301962013855	0.8935413	0.3464099420001933	0.8743187	1	10	6	6
Rnaseh1-KY.Chr12.1003	KY2019:KY.Chr12.1003	Rnaseh1-KY.Chr12.1003	KH.C12.219	RNASEH1	KH2013:KH.C12.219_RNASEH1	12:28649602:28659589:1 ENSMUSG00000020630.9 ENSMUST00000020959.8 protein_coding protein_coding Rnaseh1 ribonuclease H1 [Source:MGI Symbol;Acc:MGI:1335073]	Rnaseh1	ENSMUSG00000020630.9	ENSMUST00000020959.8	protein_coding	protein_coding	12:28649602:28659589:1	0.6464303782580597	0.969789	0.516933664168017	1.0009135	1	19	6	0
Mtres1-KY.Chr12.1004	KY2019:KY.Chr12.1004	Mtres1-KY.Chr12.1004	KH.C12.519	C6orf203	C6ORF203	10:43525133:43540968:-1 ENSMUSG00000019797.11 ENSMUST00000147196.2 protein_coding protein_coding Mtres1 mitochondrial transcription rescue factor 1 [Source:MGI Symbol;Acc:MGI:1915101]	Mtres1	ENSMUSG00000019797.11	ENSMUST00000147196.2	protein_coding	protein_coding	10:43525133:43540968:-1	0.22575316061475129	0.25919953	0.1550885416367516	0.30434453	4	14	3	5
Hikeshi-KY.Chr12.1005	KY2019:KY.Chr12.1005	Hikeshi-KY.Chr12.1005	KH.C12.545	HIKESHI	C1H11ORF73	7:89917529:89941204:-1 ENSMUSG00000062797.14 ENSMUST00000153470.8 protein_coding protein_coding Hikeshi heat shock protein nuclear import factor [Source:MGI Symbol;Acc:MGI:96738]	Hikeshi	ENSMUSG00000062797.14	ENSMUST00000153470.8	protein_coding	protein_coding	7:89917529:89941204:-1	0.6046352197468305	0.79342586	0.4758299103273778	1.1069614	4	24	1	5
Mycbp-KY.Chr12.1006	KY2019:KY.Chr12.1006	Mycbp-KY.Chr12.1006	KH.C12.446	MYCBP	MYCBP	4:123904832:123912269:1 ENSMUSG00000028647.13 ENSMUST00000030400.13 protein_coding protein_coding Mycbp MYC binding protein [Source:MGI Symbol;Acc:MGI:1891750]	Mycbp	ENSMUSG00000028647.13	ENSMUST00000030400.13	protein_coding	protein_coding	4:123904832:123912269:1	0.7054747025639969	1.3760382	0.3342554008551403	1.052779	2	10	5	16
Xiap-KY.Chr12.1011	KY2019:KY.Chr12.1011	Xiap-KY.Chr12.1011	KH.C12.158	XIAP	KH2013:KH.C12.158_BIRC2/3	X:42093728:42109656:1 ENSMUSG00000025860.15 ENSMUST00000026978.6 protein_coding protein_coding Xiap X-linked inhibitor of apoptosis [Source:MGI Symbol;Acc:MGI:107572]	Xiap	ENSMUSG00000025860.15	ENSMUST00000026978.6	protein_coding	protein_coding	X:42093728:42109656:1	0.18783931135934	0.16444694	0.13102468439973114	0.21281542	1	54	6	4
Cplane1-KY.Chr12.1013	KY2019:KY.Chr12.1013	Cplane1-KY.Chr12.1013	KH.C12.234	CPLANE1	KH2013:KH.C12.234_RNF38/44	15:8169106:8271158:1 ENSMUSG00000039801.7 ENSMUST00000110617.1 protein_coding protein_coding Cplane1 ciliogenesis and planar polarity effector 1 [Source:MGI Symbol;Acc:MGI:1920942]	Cplane1	ENSMUSG00000039801.7	ENSMUST00000110617.1	protein_coding	protein_coding	15:8169106:8271158:1	0.24364692413381592	0.27318665	0.1552397735713683	0.2662519	0	22	2	0
4933434E20Rik-KY.Chr12.1014	KY2019:KY.Chr12.1014	4933434E20Rik-KY.Chr12.1014	KH.C12.617	C1orf43	CG6665	3:90052814:90063341:1 ENSMUSG00000027942.17 ENSMUST00000160640.7 protein_coding protein_coding 4933434E20Rik RIKEN cDNA 4933434E20 gene [Source:MGI Symbol;Acc:MGI:1914027]	4933434E20Rik	ENSMUSG00000027942.17	ENSMUST00000160640.7	protein_coding	protein_coding	3:90052814:90063341:1	0.2732203190481766	0.43773168	0.17143937524413605	0.33475754	1	40	6	4
Cct6b-KY.Chr12.1016	KY2019:KY.Chr12.1016	Cct6b-KY.Chr12.1016	KH.S1665.1	CCT6A	CCT6A	11:82719250:82764321:-1 ENSMUSG00000020698.11 ENSMUST00000100722.4 protein_coding protein_coding Cct6b chaperonin containing Tcp1, subunit 6b (zeta) [Source:MGI Symbol;Acc:MGI:1329013]	Cct6b	ENSMUSG00000020698.11	ENSMUST00000100722.4	protein_coding	protein_coding	11:82719250:82764321:-1	0.489228369419407	0.7507276	0.3750389890767581	0.9476558	4	18	3	5
Rngtt-KY.Chr12.1021	KY2019:KY.Chr12.1021	Rngtt-KY.Chr12.1021	KH.L75.11	RNGTT	RNGTT	4:33310328:33500914:1 ENSMUSG00000028274.17 ENSMUST00000029942.7 protein_coding protein_coding Rngtt RNA guanylyltransferase and 5'-phosphatase [Source:MGI Symbol;Acc:MGI:1329041]	Rngtt	ENSMUSG00000028274.17	ENSMUST00000029942.7	protein_coding	protein_coding	4:33310328:33500914:1	0.3537646147214068	0.33984742	0.23414024147794463	0.49958032	0	24	0	1
Sdr16c5-KY.Chr12.1022	KY2019:KY.Chr12.1022	Sdr16c5-KY.Chr12.1022	KH.L75.1	SDR16C5	SDR16C5/6	4:3995936:4019663:-1 ENSMUSG00000028236.3 ENSMUST00000040925.3 protein_coding protein_coding Sdr16c5 short chain dehydrogenase/reductase family 16C, member 5 [Source:MGI Symbol;Acc:MGI:2668443]	Sdr16c5	ENSMUSG00000028236.3	ENSMUST00000040925.3	protein_coding	protein_coding	4:3995936:4019663:-1	0.30053455943738855	0.49426314	0.17483508554135507	0.3913032	0	11	0	15
Birc3-KY.Chr12.1024	KY2019:KY.Chr12.1024	Birc3-KY.Chr12.1024	KH.L75.2	BIRC2	KH2013:KH.L75.2_BIRC2/3	9:7848699:7873024:-1 ENSMUSG00000032000.17 ENSMUST00000013949.14 protein_coding protein_coding Birc3 baculoviral IAP repeat-containing 3 [Source:MGI Symbol;Acc:MGI:1197007]	Birc3	ENSMUSG00000032000.17	ENSMUST00000013949.14	protein_coding	protein_coding	9:7848699:7873024:-1	0.2668994249667698	0.45474255	0.19610463561635214	0.4123804	4	11	1	9
Mrps23-KY.Chr12.1032	KY2019:KY.Chr12.1032	Mrps23-KY.Chr12.1032	KH.C12.420	MRPS23	MRPS23	CHR_MG3829_PATCH:88204388:88211507:1 ENSMUSG00000098375.6 ENSMUST00000183742.6 protein_coding protein_coding Mrps23 mitochondrial ribosomal protein S23 [Source:MGI Symbol;Acc:MGI:1928138]	Mrps23	ENSMUSG00000098375.6	ENSMUST00000183742.6	protein_coding	protein_coding	CHR_MG3829_PATCH:88204388:88211507:1	0.5950001363194297	0.89538676	0.45507552469492785	1.1302336	3	5	3	3
